159871,有色金属ETF,3736.6253,2021-03-31
159872,车联网ETF,5129.9732,2021-07-01
159873,医疗设备ETF,16392.0,2021-03-29
159875,新能源ETF,43816.2899,2021-08-17
159876,有色龙头ETF,2788.8509,2021-03-24
159877,医疗产业ETF,13979.2292,2021-11-03
159880,有色ETF基金,3405.1518,2021-03-25
159881,有色60ETF,11924.9583,2021-07-01
159883,医疗器械ETF,88203.7843,2021-04-30
159885,碳中和ETF基金,75946.7316,2021-04-14
159886,机械ETF,3784.2555,2021-04-28
159887,银行ETF,32521.595,2021-05-20
159888,智能车ETF,8044.6068,2021-05-21
159889,智能汽车ETF,9240.0796,2021-09-09
159890,云计算ETF,3859.0688,2021-04-02
159891,医疗ETF基金,20202.4837,2021-06-15
159892,恒生生物科技ETF,16126.6022,2021-10-19
159895,物联网50ETF,4324.1864,2021-10-21
159896,物联网龙头ETF,12705.596,2021-11-24
159897,物联网ETF基金,2724.6047,2021-06-21
159898,医疗器械ETF招商,21809.8825,2021-06-04
159899,软件基金ETF,17997.7729,2021-06-28
159901,深证100ETF易方达,208813.493,2006-04-24
159902,中小100ETF,12046.0849,2006-09-05
159903,深成ETF,17215.4507,2010-02-02
159905,深红利ETF,155294.3951,2011-01-11
159906,深成长龙头ETF,9563.9725,2011-02-23
159907,中小300ETF,5959.8847,2011-08-10
159908,创业板ETF博时,19572.9029,2011-07-13
159909,TMT50ETF,22906.1992,2011-09-01
159910,基本面120ETF,19090.6143,2011-09-27
159912,深300ETF,4794.8991,2011-11-24
159913,深价值ETF,2832.9693,2011-10-25
159915,创业板ETF易方达,405745.4936,2011-12-09
159916,深F60ETF,8506.6039,2011-10-24
159918,中创400ETF,3256.1264,2012-05-11
159919,沪深300ETF,452541.6676,2012-05-28
159920,恒生ETF,962355.9219,2012-10-22
159922,中证500ETF嘉实,44153.1868,2013-03-15
159923,中证100ETF,1128.5812,2013-03-05
159925,沪深300ETF南方,83519.9451,2013-04-11
159926,国债ETF,5.2698,2013-08-05
159928,消费ETF,961462.904,2013-09-16
159929,医药ETF,47970.4203,2013-09-16
159930,能源ETF,21439.815,2013-09-16
159931,金融ETF,4582.8511,2013-09-16
159932,中证500深ETF,2050.7615,2013-10-21
159933,国投金融地产ETF,7287.8943,2013-10-16
159934,黄金ETF,149536.2646,2013-12-16
159935,景顺中证500ETF,3357.2956,2014-01-21
159936,可选消费ETF,11415.6094,2014-06-25
159937,黄金ETF基金,256722.1977,2014-09-01
159938,医药卫生ETF,87628.3618,2015-01-08
159939,信息技术ETF,92282.8053,2015-02-05
159940,金融ETF基金,196505.9983,2015-04-17
159941,纳指ETF,35105.2541,2015-07-13
159943,深证成指ETF,7122.9922,2015-07-08
159944,材料ETF,1960.8342,2015-07-06
159945,能源ETF基金,7657.2327,2015-07-06
159948,创业板ETF南方,65969.772,2016-05-31
159949,创业板50ETF,596878.5113,2016-07-22
159951,中关村ETF,632.291,2017-07-10
159952,创业板ETF广发,71388.4929,2017-05-19
159954,H股ETF,33110.5083,2018-03-15
159955,创业板ETF嘉实,813.4838,2017-08-23
159956,创业板ETF建信,5097.8674,2018-03-07
159957,创业板ETF华夏,13378.456,2018-01-04
159958,创业板ETF工银,11951.1448,2018-01-19
159959,央企ETF,182389.178,2019-01-18
159960,H股ETF港股通,55957.396,2018-10-22
159961,深100ETF方正富邦,27824.5196,2018-12-19
159962,四川ETF,2339.3138,2019-04-18
159964,平安创业板ETF,21348.1881,2019-04-19
159965,央视50ETF,5542.6953,2019-04-24
159966,创蓝筹ETF,119639.9521,2019-07-15
159967,创成长ETF,409030.5811,2019-07-15
159968,中证500ETF博时,7369.5098,2019-10-31
159969,深100ETF银华,2090.3014,2019-08-28
159970,深100ETF工银,594.4784,2020-01-10
159971,创业板ETF富国,401.0144,2019-07-02
159972,5年地债ETF,3584.591,2019-11-08
159973,民企领先100ETF,37097.6423,2019-08-09
159974,央企创新ETF,43443.2422,2019-12-18
159975,深100ETF招商,16943.776,2020-01-02
159976,湾创ETF,12288.5872,2020-01-17
159977,创业板ETF天弘,106293.641,2019-09-27
159978,大湾区ETF,3091.9115,2020-04-14
159979,湾创100ETF,1192.8947,2020-02-14
159980,有色ETF,42082.4777,2019-12-24
159981,能源化工ETF,17453.6957,2020-01-17
159982,中证500ETF鹏华,23221.1253,2020-02-20
159983,粤港澳大湾区ETF,8575.1867,2020-04-23
159984,湾区100ETF,5859.1565,2020-01-17
159985,豆粕ETF,13992.4066,2019-12-05
159986,消费100ETF,6515.2218,2020-01-20
159987,科技创新ETF,4645.7627,2019-11-18
159988,粤债ETF,11135.3776,2020-05-29
159990,小盘价值ETF,7791.9629,2020-01-20
159991,创大盘ETF,12786.3172,2020-04-24
159992,创新药ETF,316018.1217,2020-04-10
159993,龙头券商ETF,114169.7982,2020-02-07
159994,5GETF,235300.1679,2020-02-28
159995,芯片ETF,1089456.3006,2020-02-10
159996,家电ETF,132855.4846,2020-03-16
159997,电子ETF,95530.6634,2020-03-20
159998,计算机ETF,147105.5354,2020-04-13
159999,永赢中证500ETF,4834.4275,2020-08-12
562500,机器人ETF,,
