480028,龙头家电R
980028,龙头家电
980014,湾区医药（港币）
480014,湾区医药R（港币）
987009,港股通科技（人民币）
487009,港股通科技R（人民币）
483074,深港通零售R（港币）
983074,深港通零售（港币）
487006,港股科技R
987006,港股科技
399428,国证定增
983085,深港通节能
483085,深港通节能R
483009,深港通手机产业链R
970007,创业板指(美元)(CNH)
470007,创业板R(美元)(CNH)
983009,深港通手机产业链
983023,深港通医药卫生
483023,深港通医药卫生R
399016,深证创新
483080,深港通制药R（港币）
983080,深港通制药（港币）
483060,深港通生科R（港币）
983060,深港通生科（港币）
399808,中证新能
399814,大农业
983004,内地科技50(港币)
483004,内地科技50R(港币)
399320,国证服务
399551,央视创新
399017,SME创新
470006,创业板R(港币)(CNH)
970006,创业板指(港币)(CNH)
483043,深港通电脑硬件R
983043,深港通电脑硬件
399989,中证医疗
399277,公共健康
987008,港股通科技
487008,港股通科技R
399283,机器人50
399636,深证装备
483086,深港通节能R(港币)
983086,深港通节能(港币)
983010,深港通手机产业链(港币)
483010,深港通手机产业链R(港币
483024,深港通医药卫生R（港币
983024,深港通医药卫生（港币）
980033,国产替代
480033,国产替代R
489003,新华精选成长50R
989003,新华精选成长50
399030,碳科技30
399666,中创高贝
983101,内地生物科技
483101,内地生物科技R
399635,创业板EW
399281,电子50
483044,深港通电脑硬件R（港币
983044,深港通电脑硬件（港币）
399678,深次新股
480038,深圳高新R
980038,深圳高新
399696,深证创投
399813,中证国安
399358,国证环保
980030,消费电子
480030,消费电子R
399617,深证消费
399671,深防御50
399669,深证农业
399694,创业高贝
983102,内地生物科技(港币)
483102,内地生物科技R(港币)
399933,中证医药
480016,公卫健康R
980016,公卫健康
399913,300 医药
983035,深港通医疗
483035,深港通医疗R
399394,国证医药
980039,深圳高新（港币）
480039,深圳高新R（港币）
983105,内地消费电子
483105,内地消费电子R
399234,水电指数
399386,1000医药
480015,疫苗生科R
980015,疫苗生科
399693,安防产业
483036,深港通医疗R（港币）
983036,深港通医疗（港币）
399689,深成公用
983106,内地消费电子(港币)
483106,内地消费电子R(港币)
399638,深证环保
983103,内地医疗器械
399622,深证公用
483103,内地医疗器械R
399269,创质量
399390,1000公用
399435,国证农牧
399276,创科技
483104,内地医疗器械R(港币)
983104,内地医疗器械(港币)
399993,CSWD生科
983051,深港通农牧渔
483051,深港通农牧渔R
399441,生物医药
983052,深港通农牧渔（港币）
483052,深港通农牧渔R（港币）
399438,绿色电力
399685,深成医药
399243,科研指数
399231,农林指数
399647,深医药50
399280,生物50
399676,深医药EW
399674,深A医药
399618,深证医药
399275,创医药
399249,综企指数
399238,餐饮指数
930901,动漫游戏
931523,SHS动漫游戏
H11143,HKT内地地产
CESCPD,克而瑞内房股领先指数
930660,CSSW体育
931581,周期稳健成长50
930606,中证钢铁
H30058,AMAC钢铁
H30047,AMAC木材
931009,建筑材料
H50001,180能源
931025,HKC地产
H30365,文娱传媒
H11047,AMAC地产
930790,CS娱乐TI
H50018,上证文化
931480,线上消费
H30048,AMAC家具
H50021,沪能源红
