510770,G60创新ETF,48610700
159999,永赢中证500ETF,48344275
159931,金融ETF,46828511
512530,沪深300红利ETF,46502000
515190,中银证券500ETF,45466100
513080,法国CAC40ETF,45416000
515500,中证长三角领先,45404799
516910,物流ETF,44641800
516980,证券先锋ETF,44516000
513800,东京证券指数ETF,44244399
513880,日经225ETF,43970000
517660,物联网沪港深ETF,43480700
159871,有色金属ETF,42866253
515930,永赢沪深300ETF,42774700
516680,有色ETF基金,42624100
516300,1000ETF基金,42602200
515690,股息龙头ETF,42588000
516570,化工行业ETF,42357600
518850,黄金ETF9999,42078700
510060,央企ETF,41959200
510130,中盘ETF,41485100
515350,民生加银300ETF,41399200
512150,A50ETF,41073400
159851,金融科技ETF,40952074
518600,上海金ETF,40693600
159890,云计算ETF,40590688
159897,物联网ETF基金,40246047
515870,先进制造ETF,39498900
515570,山证红利ETF,39443900
159935,景顺中证500ETF,37572956
510660,医药卫生ETF,36879700
512640,金融地产ETF基金,36740900
518680,金ETF,36058000
159880,有色ETF基金,36051518
159815,浙江100ETF,36038687
159001,货币ETF,36022845
515610,中银中证800ETF,35857400
159886,机械ETF,35442555
159846,中证1000ETF基金,34790361
510020,超大盘ETF,34748000
513680,恒生国企ETF,34746700
510650,金融地产ETF,34452500
561600,消费电子ETF,34274000
516900,食品50ETF,34229000
159918,中创400ETF,33561264
512870,杭州湾区ETF,33410600
159972,5年地债ETF,33385910
159876,有色龙头ETF,33288509
515360,方正沪深300ETF,33279300
516480,新材料ETF基金,33146100
159978,大湾区ETF,32919115
510090,ESGETF基金,32581100
516650,有色50ETF,30464800
159777,创科技ETF基金,29280565
159913,深价值ETF,28329693
518660,黄金ETF基金,27752700
515520,MSCI价值100ETF,27266800
512190,浙商之江凤凰ETF,27218400
516750,建材ETF,26167300
515590,500等权ETF,26113700
517060,沪港深ETF500,24767199
518890,中银上海金ETF,23954800
159969,深100ETF银华,23903014
511180,上证可转债ETF,23759699
516200,证券行业ETF,23604000
159821,BOCI创业板ETF,22920000
516700,大数据产业ETF,22622000
159962,四川ETF,22393138
159932,中证500深ETF,21507615
510440,500沪市ETF,20058300
159702,AIETF,19931077
159944,材料ETF,19608342
516860,金融科技ETF,19522000
515890,红利ETF博时,19443900
515550,中融中证500ETF,19345700
159816,0-4地债ETF,18517484
510600,申万上证50ETF,18415100
517010,沪港深500ETF指数,18144200
518860,黄金ETFAU,16359800
512780,京津冀ETF,15586500
159812,黄金基金ETF,15313149
517030,沪港深300ETF基金,15040300
560000,智慧电车ETF,15022900
510860,兴业上证50ETF,14968699
510190,上证龙头ETF,14650800
511360,短融ETF,14018599
510550,方正中证500ETF,13743300
159810,浦银创业板ETF,13475458
516400,ESG龙头ETF,13459000
510570,兴业中证500ETF,13060600
515530,泰康中证500ETF,13042700
511220,城投债ETF,12728100
516620,影视ETF,12267500
510370,兴业沪深300ETF,12258100
159979,湾创100ETF,11928947
159923,中证100ETF,11285812
159830,上海金ETF,11209209
511020,活跃国债ETF,11201700
515510,成长估值ETF,9534000
516190,文娱传媒ETF,9218500
159955,创业板ETF嘉实,8834838
510270,国企ETF,8832100
510680,上证50ETF基金,8824700
511260,十年国债ETF,8476500
516870,汽车龙头ETF,7988800
159003,招商快线ETF,7904725
512610,医药卫生ETF基金,7140599
512920,MSCIETF新华,7092600
511010,国债ETF,6996300
510690,兴业金融ETF,6842500
511270,10年地方债ETF,6627500
159951,中关村ETF,6322910
159970,深100ETF工银,6244784
510110,周期ETF,5716799
511060,5年地方债ETF,5556300
512350,福建ETF,4831100
510220,中小盘ETF,4729200
159971,创业板ETF富国,4010144
510120,非周期ETF,3892400
515830,工银中证800ETF,3153100
159005,汇添富快钱ETF,236410
511310,10年国债ETF,223000
159926,国债ETF,52698
